latitude,longitude,station_id
53.400001525878906,3.240000009536743,0
53.400001525878906,3.490000009536743,1
53.400001525878906,3.740000009536743,2
53.400001525878906,3.990000009536743,3
53.400001525878906,4.239999771118164,4
53.400001525878906,4.489999771118164,5
53.400001525878906,4.739999771118164,6
53.400001525878906,4.989999771118164,7
53.400001525878906,5.239999771118164,8
53.400001525878906,5.489999771118164,9
53.400001525878906,5.739999771118164,10
53.400001525878906,5.989999771118164,11
53.400001525878906,6.239999771118164,12
53.400001525878906,6.489999771118164,13
53.400001525878906,6.739999771118164,14
53.400001525878906,6.989999771118164,15
53.150001525878906,3.240000009536743,16
53.150001525878906,3.490000009536743,17
53.150001525878906,3.740000009536743,18
53.150001525878906,3.990000009536743,19
53.150001525878906,4.239999771118164,20
53.150001525878906,4.489999771118164,21
53.150001525878906,4.739999771118164,22
53.150001525878906,4.989999771118164,23
53.150001525878906,5.239999771118164,24
53.150001525878906,5.489999771118164,25
53.150001525878906,5.739999771118164,26
53.150001525878906,5.989999771118164,27
53.150001525878906,6.239999771118164,28
53.150001525878906,6.489999771118164,29
53.150001525878906,6.739999771118164,30
53.150001525878906,6.989999771118164,31
52.900001525878906,3.240000009536743,32
52.900001525878906,3.490000009536743,33
52.900001525878906,3.740000009536743,34
52.900001525878906,3.990000009536743,35
52.900001525878906,4.239999771118164,36
52.900001525878906,4.489999771118164,37
52.900001525878906,4.739999771118164,38
52.900001525878906,4.989999771118164,39
52.900001525878906,5.239999771118164,40
52.900001525878906,5.489999771118164,41
52.900001525878906,5.739999771118164,42
52.900001525878906,5.989999771118164,43
52.900001525878906,6.239999771118164,44
52.900001525878906,6.489999771118164,45
52.900001525878906,6.739999771118164,46
52.900001525878906,6.989999771118164,47
52.650001525878906,3.240000009536743,48
52.650001525878906,3.490000009536743,49
52.650001525878906,3.740000009536743,50
52.650001525878906,3.990000009536743,51
52.650001525878906,4.239999771118164,52
52.650001525878906,4.489999771118164,53
52.650001525878906,4.739999771118164,54
52.650001525878906,4.989999771118164,55
52.650001525878906,5.239999771118164,56
52.650001525878906,5.489999771118164,57
